cap,color,drive,fuel,km,make,model,power,price,trans,year
2987cm3,Niebieski,Natylnekoła,Diesel,,MercedesBenz,KlasaE,252KM,169899,Automatyczna,2013
1998cm3,Czerwony,Natylnekoła,Benzyna,4132km,Mazda,MX5,184KM,135300,Manualna,2019
1891cm3,Czerwony,Naprzedniekoła,Diesel,162000km,Volkswagen,Beetle,101KM,12500,Manualna,2003
2893cm3,Szary,Natylnekoła,Benzyna,94400km,Porsche,Boxster,255KM,119900,Manualna,2011
1595cm3,Szary,Natylnekoła,Benzyna,43000km,MercedesBenz,SLC,156KM,119900,Automatyczna,2016
1997cm3,Biały,Natylnekoła,Diesel,31000km,MercedesBenz,Inny,72KM,109500,Manualna,2009
1796cm3,Fioletowy,Natylnekoła,Benzyna,156300km,BMW,Seria3,115KM,26800,Manualna,1998
4969cm3,Biały,Natylnekoła,Benzyna,9464km,Lexus,LC,464KM,559000,Automatyczna,2021
2998cm3,Czarny,Natylnekoła,Benzyna,5km,BMW,Z4M,340KM,353800,Automatyczna,2022
2993cm3,Biały,Natylnekoła,Diesel,86000km,BMW,Seria4,258KM,129900,Automatyczna,2015
1997cm3,Innykolor,Naprzedniekoła,Benzyna,190000km,Peugeot,307CC,138KM,12900,Automatyczna,2004
2995cm3,Srebrny,4x4stały,Benzyna,193000km,Audi,S5,333KM,78000,Automatyczna,2012
1840cm3,Czerwony,Natylnekoła,Benzyna,188000km,Mazda,MX5,131KM,38400,Manualna,1995
5038cm3,Innykolor,Natylnekoła,Benzyna,45155km,Ford,Mustang,450KM,159900,Automatyczna,2019
1795cm3,Niebieski,Natylnekoła,Benzyna,212500km,BMW,Seria3,113KM,29999,Manualna,1990
4966cm3,Złoty,Natylnekoła,Benzyna,,MercedesBenz,SL,306KM,84500,Automatyczna,2003
3596cm3,Srebrny,4x4dołączanyautomatycznie,Benzyna,57914km,Porsche,911,315KM,119000,Manualna,2003
4293cm3,Srebrny,Natylnekoła,BenzynaLPG,85000km,Lexus,SC,285KM,26500,Automatyczna,2006
2480cm3,Czerwony,Natylnekoła,Benzyna,70500km,Porsche,Boxster,204KM,89900,Manualna,1999
799cm3,Szary,Naprzedniekoła,Diesel,215000km,Smart,Fortwo,41KM,6900,Automatyczna,2002
1598cm3,Czerwony,Naprzedniekoła,Benzyna,146000km,MINI,Cooper,120KM,36500,Manualna,2009
2598cm3,Zielony,Naprzedniekoła,Benzyna,195000km,Audi,80,150KM,34000,Manualna,1997
1598cm3,Niebieski,Naprzedniekoła,Benzyna,192000km,MINI,Cooper,115KM,18900,Manualna,2004
1998cm3,Srebrny,Natylnekoła,Benzyna,242063km,MercedesBenz,SLK,163KM,13700,Manualna,2000
1794cm3,Czarny,Natylnekoła,Benzyna,287600km,Toyota,MR2,140KM,23900,Manualna,2000
1598cm3,Czarny,Naprzedniekoła,Benzyna,148490km,Mazda,MX5,110KM,13000,Manualna,2002
4520cm3,Niebieski,Natylnekoła,Benzyna,152500km,MercedesBenz,SL,203KM,34900,Automatyczna,1975
4293cm3,Niebieski,Natylnekoła,Benzyna,99600km,Lexus,SC,285KM,65000,Automatyczna,2006
1598cm3,Srebrny,Naprzedniekoła,Benzyna,245500km,Peugeot,207CC,120KM,8600,Manualna,2009
2979cm3,Niebieski,Natylnekoła,Benzyna,26000km,BMW,M4,450KM,389000,Automatyczna,2020
1390cm3,Srebrny,Naprzedniekoła,Benzyna,229525km,Volkswagen,NewBeetle,75KM,11300,Manualna,2004
4663cm3,Srebrny,Natylnekoła,Benzyna,65500km,MercedesBenz,SL,435KM,257500,Automatyczna,2012
1996cm3,Szary,Naprzedniekoła,Benzyna,180000km,Chrysler,Stratus,133KM,9900,Manualna,1999
1984cm3,Złoty,Naprzedniekoła,Benzyna,122570km,Volkswagen,Eos,200KM,28000,Automatyczna,2009
2295cm3,Czarny,Natylnekoła,Benzyna,265000km,MercedesBenz,SLK,197KM,15800,Manualna,2001
1995cm3,Czarny,Natylnekoła,Benzyna,202000km,BMW,Seria3,143KM,29499,Manualna,2003
3855cm3,Czerwony,Natylnekoła,Benzyna,14414km,Ferrari,Portofino,600KM,1210000,Automatyczna,2018
4663cm3,Biały,Natylnekoła,Benzyna,34580km,MercedesBenz,SL,435KM,299900,Automatyczna,2012
1598cm3,Srebrny,Naprzedniekoła,Benzyna,191000km,Volkswagen,Golf,75KM,8900,Manualna,1997
1598cm3,Czarny,Naprzedniekoła,Benzyna,182000km,Peugeot,207CC,120KM,17900,Manualna,2009
2494cm3,Szary,Natylnekoła,Benzyna,287000km,BMW,Z4,192KM,39900,Manualna,2004
4973cm3,Biały,Natylnekoła,Benzyna,102000km,MercedesBenz,SL,326KM,77500,Automatyczna,1990
1798cm3,Srebrny,Naprzedniekoła,Benzyna,218000km,Audi,A3,160KM,29900,Manualna,2008
1997cm3,Biały,Natylnekoła,Benzyna,105000km,BMW,Seria2,184KM,99630,Automatyczna,2015
1998cm3,Żółty,Naprzedniekoła,Benzyna,102000km,Saab,93,210KM,25900,Automatyczna,2004
2993cm3,Czarny,4x4dołączanyautomatycznie,Diesel,35000km,BMW,Seria4,313KM,189000,Automatyczna,2018
1800cm3,Srebrny,Naprzedniekoła,Benzyna,166000km,Audi,TT,180KM,16600,Manualna,2003
3199cm3,Niebieski,Natylnekoła,Benzyna,176000km,MercedesBenz,SL,231KM,52500,Automatyczna,1996
1991cm3,Czarny,Natylnekoła,Benzyna,21300km,MercedesBenz,KlasaC,258KM,149900,Automatyczna,2018
2999cm3,Biały,4x4dołączanyautomatycznie,Benzyna,13500km,MercedesBenz,KlasaE,435KM,559900,Automatyczna,2021
3000cm3,Czerwony,Natylnekoła,Benzyna,1km,Inny,Inny,150KM,130000,Automatyczna,1965
2497cm3,Czarny,Natylnekoła,Benzyna,161686km,BMW,Z4,204KM,68900,Manualna,2009
5439cm3,Czarny,Natylnekoła,Benzyna,144895km,MercedesBenz,SL,500KM,109000,Automatyczna,2005
1995cm3,Szary,Natylnekoła,Benzyna,154000km,BMW,Seria3,170KM,21900,Manualna,2007
1598cm3,Fioletowy,Naprzedniekoła,Benzyna,123585km,Opel,Kadett,75KM,9999,Manualna,1993
1998cm3,Czarny,Natylnekoła,Benzyna,500km,BMW,Z4,197KM,249900,Automatyczna,2021
1197cm3,Bordowy,Naprzedniekoła,Benzyna,179000km,Volkswagen,Golf,105KM,38900,Manualna,2012
2793cm3,Srebrny,Natylnekoła,Benzyna,202000km,BMW,Z3,192KM,35900,Manualna,1998
1598cm3,Czerwony,Natylnekoła,Benzyna,300000km,Mazda,MX5,116KM,24999,Manualna,1992
1598cm3,Czarny,Naprzedniekoła,Benzyna,141000km,Peugeot,207CC,120KM,17900,Manualna,2008
1390cm3,Niebieski,Naprzedniekoła,Benzyna,81725km,Volkswagen,Eos,122KM,46999,Manualna,2014
1796cm3,Srebrny,Naprzedniekoła,Benzyna,220000km,Opel,Astra,140KM,18800,Manualna,2008
2979cm3,Czarny,Natylnekoła,Benzyna,30000km,BMW,M4,431KM,259900,Automatyczna,2016
1587cm3,Srebrny,Naprzedniekoła,Benzyna,183000km,Peugeot,206CC,110KM,9900,Manualna,2004
4700cm3,Zielony,Natylnekoła,Benzyna,153000km,Ford,Mustang,220KM,55900,Automatyczna,1968
5038cm3,Szary,Natylnekoła,Benzyna,10km,Ford,Mustang,450KM,312500,Automatyczna,2022
1598cm3,Czarny,Naprzedniekoła,Benzyna,151000km,Renault,Megane,110KM,9900,Manualna,2004
1998cm3,Zielony,Natylnekoła,Benzyna,4948km,BMW,Seria4,258KM,349900,Automatyczna,2021
1368cm3,Szary,Natylnekoła,Benzyna,57400km,Fiat,124Spider,140KM,69700,Automatyczna,2017
4951cm3,Bordowy,Natylnekoła,Benzyna,77777km,Ford,Mustang,421KM,16999999,Manualna,2016
1598cm3,Czarny,Naprzedniekoła,Benzyna,96000km,Peugeot,207CC,120KM,14990,Manualna,2007
3000cm3,Czerwony,Naprzedniekoła,Benzyna,69000km,Ferrari,308,208KM,365000,Manualna,1979
1999cm3,Czarny,Natylnekoła,Benzyna,44656km,Mazda,MX5,160KM,59900,Manualna,2009
1587cm3,Niebieski,Naprzedniekoła,Benzyna,170400km,Peugeot,307CC,110KM,9900,Manualna,2005
1242cm3,Innykolor,Naprzedniekoła,Benzyna,23150km,Fiat,500,69KM,79800,Manualna,2016
1984cm3,Srebrny,Naprzedniekoła,Benzyna,211000km,Volvo,C70,163KM,16500,Manualna,2001
4966cm3,Srebrny,Natylnekoła,Benzyna,64000km,MercedesBenz,SL,306KM,74500,Automatyczna,2004
3199cm3,Niebieski,Natylnekoła,Benzyna,245000km,MercedesBenz,SL,231KM,45000,Automatyczna,1996
3436cm3,Czarny,Natylnekoła,Benzyna,60000km,Porsche,911,350KM,345000,Automatyczna,2015
3724cm3,Czarny,Natylnekoła,Benzyna,230000km,MercedesBenz,SL,245KM,55900,Automatyczna,2003
1984cm3,Czarny,4x4stały,Benzyna,50000km,Audi,A3,190KM,78000,Automatyczna,2016
2171cm3,Niebieski,Natylnekoła,Benzyna,113300km,BMW,Seria3,170KM,29900,Manualna,2004
1598cm3,Biały,Naprzedniekoła,Benzyna,55000km,MINI,CooperS,183KM,59000,Manualna,2015
1587cm3,Zielony,Naprzedniekoła,Benzyna,245000km,Peugeot,206CC,110KM,4999,Manualna,2002
2972cm3,Biały,Naprzedniekoła,Benzyna,25000km,Chrysler,LeBaron,136KM,14500,Automatyczna,1991
1995cm3,Niebieski,Natylnekoła,Diesel,226400km,BMW,Seria3,183KM,59900,Automatyczna,2011
1998cm3,Srebrny,Naprzedniekoła,Benzyna,174000km,Renault,Megane,136KM,9800,Manualna,2005
1796cm3,Czarny,Naprzedniekoła,Benzyna,170000km,Opel,Astra,125KM,8000,Manualna,2004
4163cm3,Biały,4x4stały,Benzyna,68000km,Audi,RS5,450KM,185000,Automatyczna,2015
3123cm3,Czerwony,4x4stały,Benzyna,200800km,Audi,A4,255KM,27000,Manualna,2006
2993cm3,Biały,Natylnekoła,Diesel,158450km,BMW,Seria3,245KM,79000,Manualna,2011
5500cm3,Biały,Natylnekoła,Benzyna,191000km,MercedesBenz,SL,388KM,119000,Automatyczna,2008
3959cm3,Szary,4x4stały,Benzyna,5km,MercedesBenz,SL,585KM,1019900,Automatyczna,2022
1997cm3,Srebrny,Naprzedniekoła,Benzyna,158000km,Peugeot,206,138KM,9000,Manualna,2001
1598cm3,Biały,Natylnekoła,Benzyna,167000km,Mazda,MX5,116KM,38400,Manualna,1990
1796cm3,Srebrny,Naprzedniekoła,Benzyna,158000km,Opel,Astra,140KM,16200,Manualna,2006
1984cm3,Innykolor,4x4dołączanyautomatycznie,Benzyna,222000km,Audi,TTS,272KM,66999,Automatyczna,2012
2494cm3,Szary,Natylnekoła,Benzyna,190465km,BMW,Seria3,192KM,38500,Automatyczna,2003
1781cm3,Czerwony,Naprzedniekoła,Benzyna,209000km,Volkswagen,Golf,90KM,8900,Manualna,1996
1984cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,69650km,Audi,A5,224KM,88900,Automatyczna,2015
1598cm3,Szary,Natylnekoła,Benzyna,199221km,Mazda,MX5,110KM,11450,Manualna,2002
1997cm3,Srebrny,Naprzedniekoła,Benzyna,258000km,Peugeot,206CC,136KM,9225,Manualna,2002
1364cm3,Srebrny,Naprzedniekoła,Benzyna,160400km,Opel,Tigra,90KM,5400,Manualna,2004
3000cm3,Czarny,Naprzedniekoła,Benzyna,173253km,Chrysler,LeBaron,143KM,36000,Automatyczna,1993
2998cm3,Szary,Natylnekoła,Benzyna,27869km,BMW,Z4M,340KM,269370,Automatyczna,2019
1998cm3,Czarny,Natylnekoła,Benzyna,203000km,MercedesBenz,SLK,163KM,23500,Automatyczna,2003
3387cm3,Zielony,Natylnekoła,Benzyna,154000km,Porsche,911,300KM,141450,Automatyczna,1999
1997cm3,Czarny,Naprzedniekoła,Diesel,148000km,Peugeot,308CC,140KM,31500,Manualna,2009
1796cm3,Czarny,Naprzedniekoła,Benzyna,201514km,Opel,Astra,140KM,15300,Manualna,2006
1390cm3,Srebrny,Naprzedniekoła,Benzyna,131000km,Volkswagen,Eos,160KM,24900,Manualna,2009
5000cm3,Srebrny,4x4dołączanyautomatycznie,Benzyna,15900km,Jaguar,FType,575KM,553500,Automatyczna,2020
1984cm3,Biały,4x4stały,Benzyna,94000km,Audi,A5,225KM,38900,Automatyczna,2016
2480cm3,Czarny,Natylnekoła,Benzyna,135938km,Porsche,Boxster,204KM,55000,Manualna,1999
4951cm3,Biały,Natylnekoła,BenzynaLPG,60000km,Ford,Mustang,421KM,159999,Automatyczna,2017
5461cm3,Czarny,Natylnekoła,Benzyna,174000km,MercedesBenz,KlasaE,525KM,88900,Automatyczna,2011
2996cm3,Czerwony,Natylnekoła,Benzyna,80800km,BMW,Z4,265KM,64500,Automatyczna,2008
1968cm3,Czarny,Naprzedniekoła,Diesel,155567km,Volkswagen,Eos,140KM,21600,Manualna,2009
1796cm3,Niebieski,Natylnekoła,Benzyna,99800km,MercedesBenz,KlasaE,204KM,89500,Automatyczna,2012
5439cm3,Czarny,Natylnekoła,Benzyna,124000km,MercedesBenz,SL,500KM,136000,Automatyczna,2004
1997cm3,Szary,4x4stały,Benzyna,133025km,BMW,Seria4,245KM,109000,Automatyczna,2015
698cm3,Złoty,Natylnekoła,Benzyna,91743km,Smart,Roadster,82KM,22900,Automatyczna,2004
1598cm3,Czarny,Naprzedniekoła,Benzyna,95000km,MINI,CooperS,174KM,39900,Automatyczna,2009
1400cm3,Niebieski,Naprzedniekoła,Benzyna,140000km,Opel,Tigra,90KM,12300,Manualna,2006
1598cm3,Czarny,Naprzedniekoła,Benzyna,138000km,Peugeot,207CC,150KM,22900,Manualna,2009
3724cm3,Biały,Natylnekoła,Benzyna,108074km,MercedesBenz,SL,245KM,85900,Automatyczna,2005
1600cm3,Niebieski,Naprzedniekoła,Benzyna,206000km,Volkswagen,NewBeetle,115KM,12900,Manualna,2003
1598cm3,Złoty,Naprzedniekoła,Benzyna,230000km,Renault,Megane,115KM,7200,Manualna,2004
2597cm3,Czarny,Natylnekoła,Benzyna,320000km,MercedesBenz,280,166KM,8300,Automatyczna,1983
5461cm3,Czarny,Natylnekoła,Benzyna,195000km,MercedesBenz,SL,388KM,69900,Automatyczna,2007
1998cm3,Czarny,Natylnekoła,Benzyna,6km,BMW,Z4,258KM,253500,Automatyczna,2021
1910cm3,Czarny,Naprzedniekoła,Diesel,239000km,Opel,Astra,150KM,16500,Manualna,2006
2987cm3,Biały,Natylnekoła,Diesel,225000km,MercedesBenz,KlasaE,231KM,79900,Automatyczna,2010
5000cm3,Biały,Natylnekoła,Benzyna,84160km,Jaguar,XK,385KM,75000,Automatyczna,2015
1984cm3,Szary,4x4stały,Benzyna,28700km,Audi,A5,252KM,165000,Automatyczna,2018
1984cm3,Niebieski,4x4stały,Benzyna,108000km,Audi,S3,310KM,178350,Automatyczna,2016
1995cm3,Czarny,Natylnekoła,Benzyna,191000km,BMW,Seria3,170KM,43900,Manualna,2010
1997cm3,Czarny,Naprzedniekoła,Diesel,235000km,Ford,Focus,136KM,14000,Manualna,2007
1997cm3,Szary,Naprzedniekoła,Benzyna,153809km,Peugeot,307CC,138KM,8900,Manualna,2005
1798cm3,Szary,Naprzedniekoła,Benzyna,131000km,Audi,A5,160KM,62990,Manualna,2012
4973cm3,Bordowy,Natylnekoła,Benzyna,235000km,MercedesBenz,SL,326KM,74000,Automatyczna,1991
5204cm3,Niebieski,4x4dołączanyautomatycznie,Benzyna,6525km,Lamborghini,Huracan,640KM,1696170,Automatyczna,2020
1364cm3,Innykolor,Naprzedniekoła,Benzyna,138000km,Opel,Tigra,90KM,10700,Manualna,2006
1796cm3,Srebrny,Naprzedniekoła,Benzyna,99800km,Opel,Tigra,125KM,13100,Manualna,2007
1598cm3,Beżowy,Naprzedniekoła,Benzyna,120000km,MINI,CooperS,184KM,39990,Manualna,2010
2993cm3,Innykolor,4x4dołączanyautomatycznie,Diesel,173710km,BMW,Seria6,313KM,129900,Automatyczna,2016
2996cm3,Innykolor,Natylnekoła,Benzyna,104000km,BMW,Seria3,272KM,48500,Manualna,2007
1840cm3,Srebrny,Natylnekoła,Benzyna,169000km,Mazda,MX5,146KM,16400,Manualna,2004
1598cm3,Szary,Naprzedniekoła,Benzyna,123232km,Renault,Megane,111KM,14900,Manualna,2006
4293cm3,Czarny,Natylnekoła,Benzyna,192500km,Lexus,SC,285KM,62500,Automatyczna,2004
2993cm3,Czarny,Natylnekoła,Diesel,312000km,BMW,Seria3,245KM,54900,Automatyczna,2009
1984cm3,Czerwony,Naprzedniekoła,Benzyna,291300km,Audi,80,116KM,23500,Manualna,1994
1796cm3,Biały,Natylnekoła,Benzyna,135000km,Rover,MG,140KM,5500,Manualna,1997
5038cm3,Czerwony,Natylnekoła,Benzyna,10km,Ford,Mustang,450KM,304800,Automatyczna,2022
1598cm3,Czarny,Naprzedniekoła,Benzyna,139000km,Opel,Astra,105KM,16999,Manualna,2008
1587cm3,Zielony,Naprzedniekoła,Benzyna,287791km,Peugeot,206CC,110KM,6500,Manualna,2002
1995cm3,Czarny,Natylnekoła,Diesel,184000km,BMW,Seria3,163KM,21900,Manualna,2008
3982cm3,Czarny,4x4stały,Benzyna,17098km,AstonMartin,DB11,510KM,535000,Automatyczna,2019
1598cm3,Szary,Naprzedniekoła,Benzyna,126000km,Peugeot,207CC,120KM,14800,Manualna,2007
1587cm3,Srebrny,Naprzedniekoła,Benzyna,188000km,Peugeot,307CC,109KM,17900,Manualna,2006
1968cm3,Czarny,Naprzedniekoła,Diesel,185500km,Audi,A5,170KM,46900,Manualna,2009
2494cm3,Innykolor,Natylnekoła,Benzyna,234000km,BMW,Seria3,170KM,29500,Manualna,2000
2494cm3,Niebieski,Natylnekoła,BenzynaLPG,240000km,BMW,Seria3,170KM,20000,Automatyczna,1999
2300cm3,Szary,Natylnekoła,Benzyna,50000km,Ford,Mustang,317KM,130000,Automatyczna,2018
3600cm3,Srebrny,Naprzedniekoła,BenzynaLPG,200000km,Chrysler,200,287KM,39000,Automatyczna,2012
3498cm3,Czerwony,Natylnekoła,Benzyna,137000km,MercedesBenz,SLK,306KM,96000,Automatyczna,2011
1199cm3,Szary,Naprzedniekoła,Benzyna,90000km,Citroën,DS3,82KM,29900,Manualna,2013
2800cm3,Niebieski,Natylnekoła,Benzyna,60000km,Chevrolet,Inny,60KM,105000,Manualna,1925
3731cm3,Czarny,Natylnekoła,Benzyna,169000km,Ford,Mustang,305KM,64700,Automatyczna,2013
4973cm3,Beżowy,Natylnekoła,Benzyna,170000km,MercedesBenz,SL,320KM,55000,Automatyczna,1994
2967cm3,Czarny,4x4stały,Diesel,265000km,Audi,A4,233KM,26900,Manualna,2007
2967cm3,Czarny,4x4stały,Diesel,275511km,Audi,A4,240KM,31900,Manualna,2008
2799cm3,Innykolor,Natylnekoła,Benzyna,206000km,MercedesBenz,SL,193KM,59000,Automatyczna,1993
698cm3,Złoty,Natylnekoła,Benzyna,146500km,Smart,Roadster,82KM,15000,Automatyczna,2003
1781cm3,Czerwony,Naprzedniekoła,Benzyna,190000km,Volkswagen,Golf,90KM,5800,Automatyczna,1995
1798cm3,Czarny,Naprzedniekoła,Benzyna,169000km,Audi,A3,160KM,31500,Manualna,2008
1798cm3,Czarny,Natylnekoła,BenzynaLPG,203000km,Mazda,MX5,126KM,30999,Manualna,2006
1742cm3,Biały,Natylnekoła,Benzyna,62511km,AlfaRomeo,4C,241KM,229000,Automatyczna,2015
5038cm3,Czarny,Natylnekoła,Benzyna,5km,Ford,Mustang,450KM,311000,Automatyczna,2022
1560cm3,Srebrny,Naprzedniekoła,Diesel,188521km,Citroën,DS3,92KM,23500,Automatyczna,2013
2494cm3,Srebrny,Natylnekoła,Benzyna,300000km,BMW,Z4,192KM,20300,Manualna,2006
2979cm3,Biały,Natylnekoła,Benzyna,48000km,BMW,M4,431KM,209000,Automatyczna,2015
1870cm3,Srebrny,Naprzedniekoła,Diesel,256000km,Renault,Megane,115KM,8200,Manualna,2004
1997cm3,Czerwony,Natylnekoła,Benzyna,161900km,Honda,S2000,240KM,119000,Manualna,1999
2998cm3,Czarny,Natylnekoła,Benzyna,1km,BMW,Z4,340KM,356000,Automatyczna,2022
2598cm3,Srebrny,Naprzedniekoła,Benzyna,255000km,Audi,80,150KM,25500,Manualna,1995
2953cm3,Biały,Naprzedniekoła,Benzyna,999999km,Volvo,XC60,304KM,12298,Automatyczna,2016
1984cm3,Srebrny,Naprzedniekoła,Benzyna,163800km,Audi,A4,200KM,26800,Automatyczna,2007
4966cm3,Srebrny,Natylnekoła,Benzyna,177500km,MercedesBenz,SL,306KM,69900,Automatyczna,2006
1598cm3,Biały,Naprzedniekoła,Benzyna,131000km,MINI,CooperS,175KM,27900,Manualna,2009
2979cm3,Czarny,Natylnekoła,Benzyna,188000km,BMW,Seria6,320KM,99900,Automatyczna,2011
1781cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,205000km,Audi,A4,163KM,18800,Manualna,2004
1600cm3,Biały,4x4dołączanyręcznie,Benzyna,139500km,Suzuki,Vitara,80KM,18900,Manualna,1989
3800cm3,Niebieski,Natylnekoła,Benzyna,35312km,Porsche,911,385KM,109000,Automatyczna,2011
2979cm3,Biały,Natylnekoła,Benzyna,141512km,BMW,Seria3,306KM,35000,Automatyczna,2011
1598cm3,Czerwony,Naprzedniekoła,Benzyna,149000km,Peugeot,207CC,150KM,18900,Manualna,2009
1997cm3,Czarny,Naprzedniekoła,Diesel,244580km,Volvo,C70,136KM,29500,Automatyczna,2008
1991cm3,Biały,4x4dołączanyautomatycznie,Benzyna,35900km,MercedesBenz,KlasaC,184KM,190000,Automatyczna,2017
999cm3,Biały,Naprzedniekoła,Hybryda,730km,Fiat,500,70KM,72000,Manualna,2021
2295cm3,Srebrny,Natylnekoła,Benzyna,143000km,MercedesBenz,SLK,193KM,23800,Automatyczna,2001
1984cm3,Czarny,4x4stały,Benzyna,69500km,Audi,A3,220KM,79000,Automatyczna,2016
2598cm3,Fioletowy,Naprzedniekoła,Benzyna,183000km,Audi,80,150KM,17500,Automatyczna,1994
3731cm3,Biały,Natylnekoła,Benzyna,160000km,Ford,Mustang,305KM,55000,Automatyczna,2015
2793cm3,Biały,Natylnekoła,Benzyna,109768km,BMW,Seria3,193KM,50000,Automatyczna,1997
2998cm3,Biały,4x4dołączanyautomatycznie,Benzyna,12500km,BMW,Seria4,326KM,159000,Automatyczna,2017
4966cm3,Czerwony,Natylnekoła,Benzyna,152539km,MercedesBenz,SL,306KM,88900,Automatyczna,2005
3600cm3,Szary,4x4stały,Benzyna,101000km,Porsche,911,480KM,479700,Automatyczna,2008
1798cm3,Biały,Naprzedniekoła,Benzyna,67000km,Audi,A5,170KM,83000,Automatyczna,2015
600cm3,Czerwony,Naprzedniekoła,Benzyna,51000km,Smart,Fortwo,54KM,14900,Automatyczna,2001
1997cm3,Brązowy,Naprzedniekoła,Diesel,234000km,Ford,Focus,136KM,16900,Manualna,2007
3980cm3,Czarny,Natylnekoła,Benzyna,118244km,Jaguar,XJS,226KM,76500,Automatyczna,1994
2300cm3,Czerwony,Natylnekoła,Benzyna,191000km,MercedesBenz,SL,150KM,228000,Manualna,1964
1997cm3,Niebieski,Naprzedniekoła,Benzyna,176000km,Peugeot,307CC,143KM,12500,Manualna,2005
5461cm3,Biały,Natylnekoła,Benzyna,36000km,MercedesBenz,SLK,422KM,195000,Automatyczna,2013
1895cm3,Zielony,Natylnekoła,Benzyna,150000km,BMW,Z3,140KM,37500,Manualna,1996
3436cm3,Niebieski,Natylnekoła,Benzyna,43200km,Porsche,Boxster,320KM,329000,Automatyczna,2010
2171cm3,Niebieski,Natylnekoła,Benzyna,281000km,BMW,Seria3,170KM,30900,Manualna,2004
4691cm3,Niebieski,Natylnekoła,Benzyna,33600km,Maserati,GranCabrio,460KM,399900,Automatyczna,2015
3982cm3,Szary,Natylnekoła,Benzyna,2km,AstonMartin,Vantage,510KM,224090,Automatyczna,2021
1598cm3,Czarny,Naprzedniekoła,Benzyna,139000km,Peugeot,207CC,150KM,23900,Manualna,2011
2996cm3,Innykolor,Natylnekoła,Benzyna,295000km,BMW,Seria3,218KM,31500,Manualna,2008
1968cm3,Czarny,Naprzedniekoła,Diesel,220000km,Volkswagen,Eos,140KM,22900,Manualna,2008
1997cm3,Złoty,Naprzedniekoła,Benzyna,140264km,Peugeot,307,138KM,15900,Manualna,2004
4973cm3,Innykolor,Natylnekoła,Benzyna,49155km,MercedesBenz,SL,320KM,155000,Automatyczna,1997
2962cm3,Szary,Natylnekoła,Benzyna,195844km,MercedesBenz,SL,231KM,54999,Automatyczna,1991
4973cm3,Brązowy,Natylnekoła,Benzyna,180000km,MercedesBenz,SL,326KM,62900,Automatyczna,1991
2962cm3,Szary,Natylnekoła,Benzyna,194000km,MercedesBenz,SL,231KM,54999,Automatyczna,1991
2597cm3,Czarny,Natylnekoła,Benzyna,200000km,MercedesBenz,CLK,170KM,15800,Automatyczna,2004
1796cm3,Niebieski,Naprzedniekoła,Benzyna,94000km,Opel,Tigra,125KM,14999,Manualna,2005
2960cm3,Czarny,Natylnekoła,Benzyna,5km,Ford,Inny,16KM,149900,Manualna,1915
1598cm3,Brązowy,Naprzedniekoła,Benzyna,177620km,Peugeot,308CC,120KM,37800,Manualna,2011
1600cm3,Srebrny,Naprzedniekoła,Benzyna,240000km,Volkswagen,Eos,116KM,17800,Manualna,2007
1870cm3,Czarny,Naprzedniekoła,Diesel,220000km,Renault,Megane,130KM,13700,Manualna,2012
1499cm3,Srebrny,Naprzedniekoła,Benzyna,129000km,Mitsubishi,Colt,109KM,12999,Manualna,2009
4969cm3,Niebieski,Natylnekoła,Benzyna,9581km,Lexus,LC,464KM,529900,Automatyczna,2020
4395cm3,Niebieski,Natylnekoła,Benzyna,79000km,BMW,Seria6,407KM,79900,Automatyczna,2012
2999cm3,Czerwony,4x4dołączanyautomatycznie,Benzyna,48800km,MercedesBenz,KlasaE,435KM,499900,Automatyczna,2019
1360cm3,Zielony,Naprzedniekoła,Benzyna,138000km,Citroën,C3Pluriel,75KM,7900,Manualna,2006
1997cm3,Niebieski,Naprzedniekoła,Benzyna,158000km,Peugeot,206CC,136KM,7900,Manualna,2004
1995cm3,Czarny,Natylnekoła,Benzyna,103800km,BMW,Seria3,143KM,35900,Manualna,2003
2494cm3,Biały,Natylnekoła,Benzyna,210000km,BMW,Seria3,170KM,45000,Automatyczna,1991
4293cm3,Szary,Natylnekoła,Benzyna,90000km,Lexus,SC,286KM,92000,Automatyczna,2008
4663cm3,Czarny,Natylnekoła,Benzyna,50000km,MercedesBenz,SL,435KM,269900,Automatyczna,2012
1997cm3,Niebieski,Naprzedniekoła,Benzyna,141000km,Peugeot,206,177KM,9800,Manualna,2006
1998cm3,Czarny,Naprzedniekoła,Benzyna,175976km,Renault,Megane,136KM,11500,Manualna,2005
1598cm3,Innykolor,Naprzedniekoła,Benzyna,134900km,Renault,Megane,107KM,12900,Manualna,1999
4799cm3,Czarny,Natylnekoła,Benzyna,300000km,BMW,Seria6,367KM,48500,Automatyczna,2005
4691cm3,Biały,Natylnekoła,Benzyna,100000km,Maserati,GranCabrio,450KM,235000,Automatyczna,2013
2497cm3,Innykolor,Natylnekoła,Benzyna,144437km,BMW,Z4,204KM,58000,Automatyczna,2009
1796cm3,Czarny,Naprzedniekoła,Benzyna,141000km,Opel,Tigra,125KM,8600,Manualna,2004
1968cm3,Srebrny,Naprzedniekoła,Diesel,199000km,Volkswagen,Eos,140KM,21900,Manualna,2009
2993cm3,Innykolor,Natylnekoła,Diesel,157944km,BMW,Seria3,245KM,79999,Automatyczna,2012
